id,Sex,W6,W12,W18,W24,Age,target
JL06200,1,48,52,52,0,714,214
JL06201,1,43,43,31,0,595,95
JL06202,1,50,58,44,0,393,-107
JL06203,1,45,45.6,44,0,344,-156
JL06204,1,46,53,44,0,434,-66
JL06209,1,39,46,44,0,448,-52
JL06210,1,45,49,52,0,574,74
JL06211,1,45,48,44,0,455,-45
JL06219,1,49,45.6,44,0,250,-250
JL06220,1,45,49,52,48,833,333
JL06221,1,42,44,44,0,514,14
JL06226,0,26,28,44,30,900,400
JL06227,0,28,32,44,41,1123,623
JL06228,0,46,53,44,0,719,219
JL06229,0,36,43,44,26,838,338
JL06234,0,35,38,44,0,690,190
JL06235,0,37,41,44,46,859,359
JL06236,0,33,36,44,41,875,375
JL06237,0,49,41,44,0,558,58
JL06242,0,34,36,44,35,1056,556
JL06243,0,35,40,44,41,816,316
JL06244,0,41,45,44,42,845,345
JL06245,0,29,32,44,28,916,416
JL06252,1,43,50,44,24,823,323
JL06253,1,49,54,44,0,640,140
JL06254,1,48,55,44,24,906,406
JL06261,1,44,46,44,37,780,280
JL06262,1,43,45.6,44,0,341,-159
JL06263,1,36,43,44,40,787,287
JL06270,1,44,40,44,0,586,86
JL06271,1,45,51,44,0,634,134
JL06272,1,42,49,44,0,725,225
JL06273,0,37,47,49,53,753,253
JL06274,0,29,48,63,0,728,228
JL06275,0,35,46,52,50,998,498
JL06276,0,30,39,45,47,879,379
JL06277,1,49,53,44,0,523,23
JL06278,1,48,55,44,0,516,16
JL06279,1,50,55,38,31,810,310
JL06280,0,27,36,43,35,1037,537
JL06281,0,36,51,55,54,1071,571
JL06282,0,27,32,35,33,925,425
JL06283,0,28,35,41,35,1002,502
JL06293,0,31,45,45,36,821,321
JL06294,0,27,34,36,37,804,304
JL06295,0,28,32,42,46,1057,557
JL06296,0,29,36,37,36,836,336
JL06297,0,33,41,51,52,1197,697
JL06298,0,22,28,36,0,707,207
JL06299,0,25,36,42,45,763,263
JL06300,0,26,40,36,31,798,298
JL06315,0,33,42,49,0,656,156
JL06316,0,31,43,51,44,1102,602
JL06317,0,30,40,54,35,749,249
JL06318,0,32,45,44,50,837,337
JL06355,1,45,50,50,33,741,241
JL06356,1,48,45.6,44,0,295,-205
JL06357,1,47,53,56,0,595,95
JL06395,0,34,50,63,0,655,155
JL06396,0,28,32,37,30,1076,576
JL06397,0,30,45,47,0,665,165
JL06398,0,34,44,50,34,761,261
JL06409,1,39,44,34,0,620,120
JL06410,1,42,52,55,50,840,340
JL06411,1,44,51,48,0,718,218
JL06412,0,27,31,35,34,825,325
JL06413,0,30,39,48,48,959,459
JL06414,0,27,40,46,46,917,417
JL06415,0,33,40,46,39,1044,544
JL06417,0,32,41,49,25,799,299
JL06418,0,25,27,34,34,833,333
JL06419,0,24,27,31,32,1028,528
JL06424,0,27,27,27,29,967,467
JL06425,0,26,37,40,40,909,409
JL06426,0,40,50,53,56,825,325
JL06427,0,30,37,38,0,609,109
JL06428,0,25,31,36,33,869,369
JL06429,0,36,46,51,51,871,371
JL06430,0,27,33,38,0,673,173
JL06431,0,26,35,40,38,820,320
JL06436,1,41,49,53,55,958,458
JL06437,1,44,50,53,0,568,68
JL06438,1,36,47,51,0,728,228
JL06448,1,35.6,45.6,44,0,157,-343
JL06449,1,35.6,45.6,44,0,157,-343
JL06450,1,35.6,45.6,44,0,157,-343
JL06451,1,39,44,42,43,1015,515
JL06452,1,35,34,44,0,550,50
JL06453,1,38,39,37,39,1301,801
JL06460,1,40,45.6,44,0,330,-170
JL06461,1,42,44,43,38,770,270
JL06462,1,41,44,46,43,1130,630
JL06467,0,25,27,32,33,1158,658
JL06468,0,32,40,46,43,1069,569
JL06469,0,31,36,39,28,739,239
JL06470,0,36,39,47,49,844,344
JL06480,1,36,42,42,39,1093,593
JL06481,1,34,41,42,43,1169,669
JL06482,1,44,49,51,0,666,166
JL06507,1,42,45,46,47,1207,707
JL06508,1,35.6,45.6,44,0,173,-327
JL06509,1,48,55,56,0,727,227
JL06510,1,34,47,46,47,1162,662
JL06511,1,47,51,52,0,644,144
JL06512,1,36,50,44,0,498,-2
JL06519,1,42,47,44,0,602,102
JL06520,1,44,48,50,41,743,243
JL06521,1,45,49,49,35,748,248
JL06525,1,42,45,49,48,819,319
JL06526,1,43,47,50,50,906,406
JL06527,1,39,42,45,46,1051,551
JL06534,1,32,42,44,45,1309,809
JL06535,1,46,53,54,44,764,264
JL06536,1,46,52,32,27,853,353
JL06540,1,35,45.6,44,0,327,-173
JL06541,1,44,54,44,0,405,-95
JL06542,1,38,44,61,66,782,282
JL06546,1,46,48,47,48,872,372
JL06547,1,38,44,45,0,592,92
JL06548,1,48,50,41,0,610,110
JL06561,1,46,50,50,37,819,319
JL06562,1,49,50,43,0,686,186
JL06563,1,45,52,44,0,470,-30
JL06570,1,51,57,44,0,477,-23
JL06571,1,44,47,45,45,805,305
JL06572,1,44,49,44,0,394,-106
JL06585,0,33,36,41,66,975,475
JL06586,0,34,51,53,0,721,221
JL06587,0,28,33,35,0,609,109
JL06588,0,31,43,41,35,969,469
JL06601,1,43,47,47,0,729,229
JL06602,1,53,57,44,0,483,-17
JL06603,1,45,55,42,0,679,179
U129792,0,23.2,28,18.3,0,584,84
U129799,0,22,22.5,23.2,0,652,152
U129806,0,30.3,37.9,40.8,34.6,829,329
U129813,0,22.9,28.1,33.5,0,679,179
U129841,1,33.5,45.6,44,0,355,-145
U129848,1,29.3,45.6,44,0,355,-145
U129855,1,37.8,45.6,44,0,355,-145
U129925,1,33.7,41.3,45.9,0,689,189
U129932,1,36.5,44.8,44.8,44.8,868,368
U129939,1,31.9,37.7,34.6,30.5,831,331
U130016,0,21.8,22.9,25.2,26.4,850,350
U130023,0,21.7,30.4,33.1,32.2,824,324
U130030,0,22.5,30.8,30.6,28.1,1000,500
U130037,0,26.5,31.9,33.7,34,1051,551
U130275,0,25.7,38.6,36.8,33,1051,551
U130282,0,19.5,45.6,44,0,216,-284
U130289,0,28.2,29.4,32.5,32.3,774,274
U130296,0,24.8,32,44,0,498,-2
U130303,1,37.6,47.3,48.1,0,673,173
U130310,1,27.2,31.6,33.9,33.2,1062,562
U130317,1,34,40.2,34.5,31.9,976,476
U130443,1,30.8,42.1,42.4,45.9,883,383
U130450,1,31.4,44.2,41.5,43.6,840,340
U130457,1,35.3,42.2,39.1,28.9,733,233
U130485,0,22,30.5,31.3,30.8,1164,664
U130492,0,26.1,38.1,46.3,45.9,859,359
U130499,0,23.7,30.4,34.7,41.9,1051,551
U130506,0,27.9,42.6,44,29.1,754,254
U130555,1,35.1,41.6,44.7,44,1026,526
U130562,1,32.3,42.8,44,0,547,47
U130569,1,31.9,37,38.7,35.7,1094,594
U130625,1,35,43.9,44.5,45.9,929,429
U130632,1,31.9,38.8,37.8,37.9,737,237
U130639,1,39,48.8,49,46.7,956,456
U130646,0,25,34,32.5,33.9,1033,533
U130653,0,32.1,42.5,43.9,41.5,1022,522
U130660,0,24.8,32.6,37.5,37.7,1077,577
U130667,0,24.1,27.9,27.8,29.4,965,465
U130716,1,31,37.8,34.2,30.6,890,390
U130723,1,31.9,38,40.9,38.2,784,284
U130730,1,33.5,38.9,40.9,43.2,880,380
U130814,1,32.5,39.6,44,42.7,1087,587
U130821,1,37.4,46.3,49.1,43.9,1239,739
U130828,1,44,50,53.2,0,646,146
U130856,0,28.5,44,50.8,47,834,334
U130863,0,26.4,36.2,38.9,39.5,823,323
U130870,0,26.7,37.1,41.3,42.6,1043,543
U130877,0,29.9,43.7,51.4,50.9,1171,671
U130968,0,24.9,32.4,33.7,36.3,894,394
U130975,0,22.7,26.8,29.6,32.3,902,402
U130982,0,22.9,28.8,28.9,31.6,1004,504
U130989,0,25.9,29.3,34,30.7,887,387
U130996,0,26.2,36.2,37.6,31.2,825,325
U131003,0,26.4,35.8,41.5,44.5,970,470
U131010,0,24.9,31,36.9,0,711,211
U131017,0,24.4,28.8,31.7,48.8,776,276
U131066,0,24.7,29.9,33.8,37.5,850,350
U131073,0,27.5,39.5,42.6,45.3,740,240
U131080,0,24.2,32.6,36.7,40.1,1066,566
U131087,0,27.6,42.6,44.5,50.6,802,302
U131122,1,29.7,40.8,43.6,44.9,1265,765
U131129,1,25.9,30.5,35,36.5,991,491
U131136,1,28.3,34.3,39,42.2,1104,604
U131185,1,34.9,43.1,45.8,49,1053,553
U131192,1,35.7,44.8,42.5,42,640,140
U131199,1,34.7,42.4,42.3,36.8,641,141
U131227,1,31.1,37.8,43,33.8,1016,516
U131234,1,31.9,38.5,37.9,42,861,361
U131241,1,37.1,46.8,44.1,46.3,874,374
U131248,0,23.9,29,31.5,32.7,1094,594
U131255,0,27.6,36.2,37.9,41.6,638,138
U131262,0,22.9,26.5,26.8,28.2,638,138
U131269,0,23.7,28.9,44,0,515,15
U131346,1,44,45.6,44,0,242,-258
U131353,1,31.7,45.6,44,0,242,-258
U131360,1,30.1,45.6,44,0,242,-258
U131388,0,26.1,32.1,32.3,39.4,1063,563
U131395,0,23,45.6,44,0,194,-306
U131402,0,35.6,45.6,44,0,43,-457
U131409,0,29.9,36.2,44,0,529,29
U131437,1,31,41.2,45.5,35.4,975,475
U131444,1,34.4,47.3,49,47.5,1010,510
U131451,1,46.9,56.4,52.7,0,672,172
U131458,1,33.1,41.3,43.5,39.9,950,450
U131465,1,37.7,48.8,49.8,44.4,1070,570
U131472,1,37.1,45.2,44,0,422,-78
U131500,0,25.3,30,36.1,38.6,961,461
U131507,0,24.2,33.7,35.6,36.2,1112,612
U131514,0,28.4,41.4,43.8,40.7,919,419
U131521,0,23,31.8,26.5,28.1,1121,621
U131549,0,22.8,28.6,30.7,28.4,1058,558
U131556,0,24.4,31.1,31.2,32.8,991,491
U131563,0,24.9,33.3,35.2,37.3,971,471
U131570,0,29.9,37.4,41.5,39.9,1068,568
U131598,0,26,37.2,39.5,42.3,1034,534
U131605,0,24.1,30.8,32.4,33.3,832,332
U131612,0,25.5,32.4,29,0,671,171
U131619,0,24.7,44.1,44.8,47.3,902,402
U131647,1,30,44.4,44,43.2,1182,682
U131654,1,33.4,48.1,44,0,474,-26
U131661,1,32.9,41.5,42.4,43.6,815,315
U131696,1,37.2,47.5,44.8,43.2,1203,703
U131703,1,36.6,48.3,50.6,45.9,876,376
U131710,1,37.5,49.4,52,52.8,959,459
U131717,1,29.1,37,35.5,0,655,155
U131724,1,34.7,41.1,40,35,873,373
U131731,1,36.4,43.7,42.5,41.2,1087,587
U131738,0,25.6,33.2,35.3,32.2,820,320
U131745,0,24.2,28,30,29.4,887,387
U131752,0,27.2,40.7,43.2,48.8,837,337
U131759,0,25.9,38.8,37.9,40.9,797,297
U131864,0,25.5,40,42.8,41.7,821,321
U131871,0,25,41.6,44,44.8,1022,522
U131878,0,23.9,32.8,38.1,39.1,946,446
U131885,0,28.5,47.3,54.4,54.9,1165,665
U132011,1,31.1,35.5,39,40.7,1044,544
U132018,1,31.5,41,40.5,0,612,112
U132025,1,32.4,42.4,45.2,45.9,1041,541
U132032,0,23.3,28,29.9,0,664,164
U132039,0,32.6,44.7,50.4,48.1,1081,581
U132046,0,26.9,43.6,39.6,36.1,1084,584
U132053,0,28.2,36.5,39.1,36.4,994,494
U132060,0,19.3,22.5,22.8,22.4,1255,755
U132067,0,28.8,38.5,39.3,38.3,897,397
U132074,0,24.5,34.4,36.7,39.5,1095,595
U132081,0,33.2,46.9,44,0,414,-86
U132116,1,31.8,33.6,34.9,33.4,937,437
U132123,1,37.2,40.9,45.6,39.8,903,403
U132130,1,35,35.8,41.2,41.5,819,319
U132137,1,37.6,45.9,47.8,46.4,803,303
U132144,1,35.8,42.9,44.1,42.6,927,427
U132151,1,31.5,42,43.9,46.9,1047,547
U132256,1,38.2,44.9,44,0,535,35
U132263,1,35.4,45.6,44,0,535,35
U132270,1,39.3,48,44,0,536,36
U132410,1,29.7,40.8,44,0,506,6
U132417,1,30.3,46.1,48.5,0,715,215
U132424,1,35.3,48.7,51,54.3,925,425
U132704,1,35,45.9,47.8,45.8,1294,794
U132711,1,37.3,46.8,51.9,51.5,1057,557
U132718,1,36.8,45.3,42.1,0,647,147
U132725,1,30.1,32,34.4,36.5,1066,566
U132732,1,30.2,36.6,40.4,39.2,908,408
U132739,1,31.2,35.4,38.2,41.4,768,268
U132795,1,31.7,40.7,36.5,34.8,1146,646
U132802,1,27.8,31.9,34.4,36.3,837,337
U132809,1,38.9,45.4,45.7,0,724,224
U132816,1,33.5,42.2,46.3,46.5,1146,646
U132823,1,28.7,33.2,38.1,37.4,1176,676
U132830,1,30.3,36.3,40.1,0,609,109
U132977,0,23.4,27.2,30.9,29.7,1210,710
U132984,0,29,42,44.7,45.8,1182,682
U132991,0,23.9,31.9,38.4,34.7,1093,593
U132998,0,26.7,37.5,38.6,32.9,840,340
U133005,1,33.3,47.1,43,35,809,309
U133012,1,33.5,43.8,45.7,44.3,1125,625
U133019,1,32.2,41,47,45,835,335
U133208,1,32,42.6,45.3,47.5,1168,668
U133215,1,34.7,43.1,45.4,41.6,1065,565
U133222,1,41.7,47.9,49,51.4,993,493
U133271,1,31.5,31.7,32.7,30.8,1026,526
U133278,1,31,32.5,34.5,33.8,1041,541
U133285,1,30.4,45.6,44,0,326,-174
U133292,0,24.6,32.4,38.1,39.7,942,442
U133299,0,29.8,37.4,43.1,48.5,1066,566
U133306,0,26.5,33.1,36.3,39.9,1084,584
U133313,0,33.8,47.8,53.7,0,687,187
U133362,0,27.8,39,50.8,0,713,213
U133369,0,24.6,34.4,44,0,1158,658
U133376,0,26.2,39.3,47.2,56.7,913,413
U133383,0,30.3,41.2,45.4,47.7,1190,690
U133390,1,31.6,38.1,42.9,0,681,181
U133397,1,34.6,42.8,43.3,0,626,126
U133404,1,30.2,47.8,54.9,0,697,197
U133509,1,30.6,33,36.1,39.2,1033,533
U133516,1,33,38.8,42.1,41.8,904,404
U133523,1,32.3,38.1,41.5,39.3,967,467
U133628,1,34.3,38.2,48.4,47.2,1083,583
U133635,1,33.4,38.2,43.4,45.3,880,380
U133642,1,33.7,34.3,37.4,38.7,880,380
U133649,0,26,33.4,38.4,27.8,765,265
U133656,0,28.1,40.6,48.7,50.7,887,387
U133663,0,26.2,33.4,38.1,40.5,1066,566
U133670,0,28.4,33.2,46.4,45.2,1138,638
U133719,1,32.1,36.3,36.6,38.1,1029,529
U133726,1,36.9,40.3,45,43,962,462
U133733,1,37.8,44.7,46.3,47.8,1053,553
U133803,0,27.4,34.2,38.7,39.7,1132,632
U133810,0,29.5,33.3,39.4,39.2,769,269
UT04289,1,40.8,46.2,48.4,34.2,734,234
UT04290,1,41.2,45.1,46.9,39.7,854,354
UT04291,1,47.8,45.6,44,0,384,-116
UT04292,1,33.1,47.5,46.4,0,721,221
UT04293,1,43.9,53.6,52.9,0,585,85
UT04294,1,41.3,48,47.4,46.6,1125,625
UT04305,0,33.9,55.9,66.6,0,680,180
UT04306,0,39.3,59.1,66.9,0,656,156
UT04307,0,31.6,49.5,53.6,52.6,923,423
UT04308,0,29,39.7,42.2,42.5,761,261
UT04319,1,47.2,45.6,44,0,224,-276
UT04320,1,43.5,51.7,53.5,0,600,100
UT04321,1,42.8,52.2,54.9,43,732,232
UT04325,0,39.3,53.9,56.6,57.1,1100,600
UT04326,0,30.7,48.1,55.6,53.2,882,382
UT04327,0,33.4,45.8,46.2,0,628,128
UT04328,0,25.8,34.6,41.1,38.9,807,307
UT04329,0,27,42.8,47.7,31.6,1181,681
UT04330,0,30.3,37.7,36.4,34.2,953,453
UT04331,0,34.5,50.5,54.7,40.8,1057,557
UT04332,0,25.2,41.9,44,0,458,-42
UT04337,1,49.5,55.1,56.1,39.3,446,-54
UT04338,1,41.7,46.7,46.9,47.1,905,405
UT04339,1,40.7,48.4,50.6,40.2,774,274
UT04340,1,35.3,45.9,47.7,44,842,342
UT04341,1,32,44,44.4,40.5,794,294
UT04342,1,29.3,40.2,37.8,27.4,739,239
UT04343,0,26.2,36.5,35.7,35.6,1064,564
UT04344,0,24.4,36.3,43.4,35.1,738,238
UT04345,0,27.5,43.4,53.1,53.1,824,324
UT04346,0,25.5,30.8,35.6,36.1,896,396
UT04347,1,36,45.6,44,0,326,-174
UT04348,1,44.9,52.1,52.7,47.8,796,296
UT04349,1,44,45.6,44,0,318,-182
UT04373,1,35.5,41.1,39.1,37.8,819,319
UT04374,1,38,45.1,44,0,488,-12
UT04375,1,43.9,45.6,44,0,389,-111
UT04376,1,47.7,45.6,44,0,271,-229
UT04377,1,43.5,45.8,46.9,47.8,1024,524
UT04378,1,45.1,45.6,44,0,331,-169
UT04383,0,43.2,56.9,60.3,51.3,930,430
UT04384,0,27.6,32.1,36.4,37.8,748,248
UT04385,0,29.8,40.3,48.3,44.9,1016,516
UT04386,0,32.4,44.9,49.4,43.1,1298,798
UT04390,0,30.8,37.2,37.8,41.3,1116,616
UT04391,0,46.4,56.5,59.6,57.8,970,470
UT04392,0,36.8,44.4,48.9,49.1,873,373
UT04393,0,29.2,35.9,38.9,40,883,383
UT04411,1,38.4,45.1,44,0,396,-104
UT04412,1,37.9,49.5,49.7,32.1,952,452
UT04413,1,44.9,52.1,47.7,47.5,896,396
UT04414,0,23.9,34,40.5,36.5,786,286
UT04415,0,36.6,59.6,74.5,54.5,851,351
UT04416,0,28.1,39.6,44.1,43.1,982,482
UT04417,0,26.8,39.5,42.8,0,694,194
UT04418,1,39.3,42.7,44,0,440,-60
UT04419,1,48.4,53.1,50.6,0,635,135
UT04420,1,44.1,49.8,49.2,50.7,984,484
UT04441,1,52.1,55.1,56.8,42,821,321
UT04442,1,40.9,46.6,47.9,44.1,1090,590
UT04443,1,37.9,43.2,44.1,44.8,1155,655
UT04444,1,29.9,40,37.4,0,613,113
UT04445,1,35.9,50.9,39.2,41.2,1090,590
UT04446,1,27.2,32.6,31.6,33.3,1100,600
UT04467,1,39.4,44.5,46.8,0,554,54
UT04468,1,44.7,49.5,53.1,0,585,85
UT04469,1,42.4,45.9,48.9,0,718,218
UT04479,0,31.7,39.4,44.4,41.2,1090,590
UT04480,0,28.8,43.3,52.6,48.4,794,294
UT04481,0,40.6,55.6,65.1,0,660,160
UT04482,0,27.4,39.2,48.5,0,649,149
UT04500,1,45.6,57.6,44,0,375,-125
UT04501,1,37.7,45.2,46,0,961,461
UT04502,1,30.5,36.6,37.3,0,901,401
UT04526,0,27.3,32.5,40,35.7,1143,643
UT04527,0,27.8,37.5,43.2,0,625,125
UT04528,0,38.6,53.3,60.5,52.6,1142,642
UT04529,0,31.2,40.5,48.8,46.5,1048,548
UT04533,1,38.1,51.1,51.6,46.9,798,298
UT04534,1,49.9,58.9,44,0,432,-68
UT04535,1,38.2,45.4,45,30.9,1071,571
UT04539,0,28.4,37.8,39.8,0,630,130
UT04540,0,28.4,37.5,43.9,0,1121,621
UT04541,0,34.8,46.7,51.1,0,1090,590
UT04542,0,29.2,39.5,47.1,0,961,461
UT04543,1,36,44.1,44.2,33.4,887,387
UT04544,1,44.6,52.4,56.3,0,622,122
UT04545,1,39.7,47.6,46.1,34.2,894,394
UT04567,1,39,46,44,0,540,40
UT04568,1,41.5,48.1,44,0,472,-28
UT04569,1,41.6,46.1,47.2,46.6,1013,513
UT04597,0,34.5,43.5,51.8,53.9,940,440
UT04598,0,34.6,46.6,52.2,54.4,920,420
UT04599,0,38.8,55.2,58,60,834,334
UT04600,0,33.1,39,42.7,40.4,803,303
UT04601,0,27.2,39.6,49.6,0,730,230
UT04602,0,29.7,37.1,44.3,38.3,917,417
UT04603,0,32.6,42.8,47.1,34.7,836,336
UT04604,0,32.2,43.7,52.4,0,681,181
UT04605,0,33.7,45.6,54,47.3,922,422
UT04606,0,47.3,60.5,66.4,59.4,926,426
UT04607,0,29.7,41.1,47,44,992,492
UT04608,0,28.8,42.2,47,42.9,945,445
UT04619,0,28.1,37.6,42.1,38.2,997,497
UT04620,0,34.1,47.4,56.7,57.6,815,315
UT04621,0,27.1,39.1,51.8,0,646,146
UT04622,0,27,37.4,44.3,38.1,1190,690
UT04632,1,42.5,49.1,44,0,541,41
UT04633,1,43.6,47.9,50.3,47.2,783,283
UT04634,1,35.2,43.6,40.4,34.7,974,474
UT04638,1,44.5,47.5,46,49,1113,613
UT04639,1,45.2,49.1,52.3,53.9,1134,634
UT04640,1,43.8,45.6,44,0,345,-155
UT04641,1,45.5,51.9,49.1,0,705,205
UT04642,1,47,53.1,55.1,0,656,156
UT04643,1,37.4,49.9,50.9,36.7,809,309
UT04644,1,36.8,45.2,39.7,0,609,109
UT04645,1,49.9,61.3,44,0,482,-18
UT04646,1,56.3,67.5,64.5,51.1,759,259
UT04651,1,44.2,48.8,44,0,465,-35
UT04652,1,48.8,39.8,40.7,39.4,1041,541
UT04653,1,40.5,40,43.4,0,556,56
UT04667,0,25.5,28.7,31.9,30.8,1121,621
UT04668,0,28.5,34,39.8,38.8,978,478
UT04669,0,24.4,30.5,32.4,32.6,1086,586
UT04670,0,27.3,36,40.6,37.2,826,326
UT04686,0,32.9,49.7,58.4,50.5,954,454
UT04687,0,24.8,35.4,37.4,38.3,1052,552
UT04688,0,36.7,57.5,63.6,54.8,1016,516
UT04689,0,26.1,34.9,39.4,39.9,995,495
UT04694,1,42,52.8,54.4,53.4,924,424
UT04695,1,35.1,42.4,46.2,45.7,823,323
UT04696,1,45.6,51.6,44,0,428,-72
UT04697,1,33.7,40.8,35.8,0,573,73
UT04698,1,39.5,52.7,44,0,395,-105
UT04699,1,32.6,44,46,0,687,187
UT04709,0,31.9,44.4,43.4,40.2,894,394
UT04710,0,35.8,48.2,46.8,0,639,139
UT04711,0,30.8,38.3,44,0,434,-66
UT04712,0,35.6,46.6,59.9,49.9,1026,526
UT04716,1,47.6,51.2,44,0,371,-129
UT04717,1,43.5,48.6,50.1,38.1,751,251
UT04718,1,45,53.2,56.6,52.1,807,307
UT04725,0,31.1,52,60,0,595,95
UT04726,0,23.2,36.2,44.6,0,595,95
UT04727,0,26.9,32.1,44,0,508,8
UT04728,0,26.2,39.4,45.6,0,595,95
UT04735,0,26.9,42.7,54.3,43.8,1117,617
UT04736,0,32.4,43.6,55.1,41.9,833,333
UT04737,0,31.3,40.1,48.6,48.7,785,285
UT04738,0,35.8,51.1,60.4,58,818,318
UT04742,0,29.2,46.2,51.3,48,948,448
UT04743,0,32.3,46.5,55.5,50.3,995,495
UT04744,0,39.9,52.4,57.3,0,666,166
UT04745,0,27.5,41.7,49.9,43.9,1053,553
UT04749,1,45.7,50.7,52.8,0,662,162
UT04750,1,43,49.7,49.7,43.9,735,235
UT04751,1,37.3,46.6,49,0,659,159
UT04752,1,40.9,45.7,48.9,47.8,863,363
UT04753,1,28.3,34.9,38.3,39.2,912,412
UT04754,1,45.7,52.6,53.1,0,649,149
UT04755,1,39.2,46.5,47.9,46.7,808,308
UT04756,1,32.3,43.5,44.9,45.1,919,419
UT04757,1,40.9,47.6,49,47.4,1054,554
UT04758,0,37.7,55.9,49.6,54,803,303
UT04759,0,26.3,38.4,44,0,499,-1
UT04760,0,30.5,44.4,53,48.4,1058,558
UT04761,0,30.2,42.3,50.6,48.9,1030,530
UT04769,1,44.8,56,56.3,0,628,128
UT04770,1,44.1,49.9,44,0,459,-41
UT04771,1,46.3,45.6,44,0,308,-192
UT04772,0,29.7,39.6,43.5,40.1,868,368
UT04773,0,25.7,47.6,57,51.5,915,415
UT04774,0,29,39.1,49.5,33.6,742,242
UT04775,0,27.4,37.2,40.1,0,723,223
UT04783,1,39.1,42.2,44.3,44,953,453
UT04784,1,42.7,46.4,47.3,0,694,194
UT04785,1,45.2,50.3,53,48.8,1006,506
UT04802,1,39.1,35.3,35.6,0,587,87
UT04803,1,43.2,43.3,40.7,0,587,87
UT04804,1,45.9,48.5,44,0,527,27
UT04838,1,39,45.5,47.5,45.9,856,356
UT04839,1,44.6,49.5,44,0,539,39
UT04840,1,43.5,47.4,46.8,42.1,737,237
UT04844,1,39.6,45.8,46.4,45.6,820,320
UT04845,1,30.6,39.7,42.3,41.1,889,389
UT04846,1,41.9,50.1,44,0,517,17
UT04847,0,30.5,39.1,42.4,23.5,735,235
UT04848,0,31.3,43.8,53,50.5,1046,546
UT04849,0,30,45.8,55.8,53,1026,526
UT04850,0,35.8,48,60.6,57.1,880,380
JL07009,0,37,43,33,40,898,398
JL07010,0,44,35,44,44,1170,670
JL07011,0,40,34,40,29,900,400
JL07012,0,39,36,38,43,1015,515
JL07023,1,27,24,32,31,1049,549
JL07024,1,47,56,44,0,494,-6
JL07025,1,39,43,42,42,853,353
JL07033,0,38,40,42,41,800,300
JL07034,0,42,44,52,53,785,285
JL07035,0,47,49,45,46,751,251
JL07036,0,55,58,61,0,673,173
JL07053,1,35.6,43,44,47,1101,601
JL07054,1,35.6,45,44,0,534,34
JL07055,1,35.6,50,48,47,1008,508
JL07056,1,35.6,45.6,44,0,266,-234
JL07057,1,35.6,47,46,45,886,386
JL07058,1,35.6,44,42,37,792,292
JL07059,1,35.6,47,47,0,645,145
JL07060,1,35.6,49,48,49,954,454
JL07061,1,35.6,42,41,34,792,292
JL07065,1,35.6,46,44,0,464,-36
JL07066,1,35.6,49,52,0,603,103
JL07067,1,35.6,45,44,0,380,-120
JL07071,1,35.6,40,43,42,848,348
JL07072,1,35.6,47,44,0,387,-113
JL07073,1,35.6,45.6,44,0,268,-232
JL07103,0,27,31,37,37,1087,587
JL07104,0,45,61,68,56,805,305
JL07105,0,31,36,38,41,1106,606
JL07106,0,40,50,58,62,861,361
JL07107,0,36,39,43,48,958,458
JL07108,0,25,29,37,42,1017,517
JL07109,0,28,37,39,43,896,396
JL07110,0,26,30,30,0,702,202
JL07111,0,24,27,30,40,888,388
JL07112,0,27,28,28,30,888,388
JL07113,0,26,28,34,36,910,410
JL07114,0,27,27,29,30,1057,557
JL07124,1,38,40,39,0,665,165
JL07125,1,40,44,42,0,554,54
JL07126,1,32,39,38,38,749,249
JL07130,1,35,31,36,38,1178,678
JL07131,1,35,35,35,34,771,271
JL07132,1,41,45,47,46,861,361
JL07136,1,35.6,42,43,46,1144,644
JL07137,1,35.6,50,53,56,826,326
JL07138,1,35.6,44,43,38,752,252
JL07166,1,42,48,49,49,812,312
JL07167,1,35.6,47,49,47,1084,584
JL07168,1,35.6,47,51,0,616,116
JL07175,1,35.6,45,46,45,995,495
JL07176,1,35.6,43,48,44,995,495
JL07177,1,35.6,44,47,45,1002,502
JL07178,0,35.6,44,48,40,775,275
JL07179,0,35.6,34,37,38,978,478
JL07180,0,35.6,30,34,38,746,246
JL07181,0,35.6,32,37,38,875,375
JL07186,0,35.6,33,37,42,1120,620
JL07187,0,35.6,44,30,34,935,435
JL07188,0,35.6,57,44,34,861,361
JL07189,0,35.6,47,51,51,1006,506
JL07209,1,35.6,46,46,44,889,389
JL07210,1,35.6,55,44,0,446,-54
JL07211,1,35.6,45,44,0,697,197
JL07218,1,35.6,49,52,49,781,281
JL07219,1,35.6,45.6,44,0,301,-199
JL07220,1,35.6,45.6,44,0,243,-257
JL07243,0,35.6,42,47,46,1036,536
JL07244,0,35.6,39,51,39,757,257
JL07245,0,35.6,28,28,34,1085,585
JL07246,0,35.6,27,31,33,798,298
JL07263,1,35.6,48,44,0,711,211
JL07264,1,35.6,44,44,0,543,43
JL07265,1,35.6,46,44,0,377,-123
JL07266,1,35.6,44,44,46,872,372
JL07267,1,35.6,47,52,46,795,295
JL07268,1,35.6,42,43,43,886,386
JL07292,0,26,38,39,38,788,288
JL07293,0,28,38,46,48,892,392
JL07294,0,24,30,38,35,832,332
JL07295,0,25,29,31,29,1040,540
JL07308,1,39,44,46,49,1082,582
JL07309,1,45,48,41,0,587,87
JL07310,1,45,51,44,0,676,176
JL07311,1,34,45,44,0,613,113
JL07312,1,41,45,46,0,657,157
