id,Sex,W6,W12,W18,W24,Age,target
JL07313,1,42,47,48,0,587,87
JL07364,1,45,48,47,48,791,291
JL07365,1,47,56,53,29,805,305
JL07366,1,43,45,46,42,763,263
JL07370,1,35.6,45,44,0,498,-2
JL07371,1,40,50,51,49,972,472
JL07372,1,35,48,47,47,874,374
JL07403,1,42,48,50,0,616,116
JL07404,1,47,53,48,38,842,342
JL07405,1,50,53,53,0,731,231
JL07419,0,24,32,34,30,1249,749
JL07420,0,30,39,43,42,818,318
JL07421,0,27,39,41,0,725,225
JL07422,0,26,38,46,45,886,386
JL07430,1,42,47,49,50,1057,557
JL07431,1,33,40,43,47,763,263
JL07432,1,45,49,48,39,932,432
JL07443,0,28,46,44,46,917,417
JL07444,0,30,33,42,41,798,298
JL07445,0,24,29,34,19,735,235
JL07446,0,31,34,35,36,742,242
JL07451,0,38,51,50,0,708,208
JL07452,0,28,30,36,34,819,319
JL07453,0,27,33,38,39,805,305
JL07454,0,26,32,34,0,644,144
JL07455,0,37,46,49,50,895,395
JL07456,0,36,42,48,52,861,361
JL07457,0,39,44,45,36,752,252
JL07458,0,30,36,40,0,650,150
JL07468,1,42,45.6,44,0,296,-204
JL07469,1,49,53,55,54,1085,585
JL07470,1,33,42,45,45,995,495
JL07544,0,25,25,44,0,379,-121
JL07545,0,21,22,22,26,875,375
JL07546,0,20,25,28,30,1057,557
JL07547,0,23,27,30,35,749,249
JL07572,1,44,49,49,51,875,375
JL07573,1,50,55,49,46,959,459
JL07574,1,39,43,45,0,644,144
JL07587,0,30,40,45,49,1207,707
JL07588,0,25,37,35,38,1152,652
JL07589,0,34,35,34,35,1195,695
JL07590,0,29,41,47,48,837,337
JL07595,0,32,36,45,44,1267,767
JL07596,0,39,50,52,38,805,305
JL07597,0,44,54,51,53,1003,503
JL07598,0,25,45.6,44,0,304,-196
JL07599,0,39,48,50,51,855,355
JL07600,0,29,37,43,47,896,396
JL07601,0,34,37,43,38,756,256
JL07602,0,34,43,46,48,1170,670
JL07615,0,27,31,38,42,794,294
JL07616,0,29,42,51,55,865,365
JL07617,0,28,40,47,48,907,407
JL07618,0,27,32,39,0,634,134
JL07619,0,24,29,33,0,594,94
JL07620,0,29,39,41,45,1019,519
JL07621,0,31,36,38,38,1062,562
JL07622,0,29,31,33,34,746,246
JL07623,0,34,36,39,38,894,394
JL07624,0,361,41,47,50,1077,577
JL07625,0,38,46,52,50,907,407
JL07626,0,38,45,41,0,613,113
JL07635,0,32,43,47,52,1142,642
JL07636,0,26,33,40,40,975,475
JL07637,0,23,26,29,30,1086,586
JL07638,0,32,27,30,30,975,475
JL07670,1,41,48,47,0,607,107
JL07671,1,42,44,44,0,557,57
JL07672,1,46,49,49,30,1041,541
JL07685,1,47,49,49,0,637,137
JL07686,1,45,49,53,55,813,313
JL07687,1,51,51,51,47,798,298
JL07688,1,40,47,50,0,619,119
JL07689,1,40,47,50,44,925,425
JL07690,1,38,44,45,40,847,347
JL07717,0,33,42,55,62,991,491
JL07718,0,21,26,32,35,997,497
JL07719,0,24,33,38,42,924,424
JL07720,0,27,35,36,0,620,120
JL07728,1,37,42,44,0,388,-112
JL07729,1,32,41,47,31,830,330
JL07730,1,42,47,26,0,564,64
JL07731,1,38,45.6,44,0,221,-279
JL07732,1,46,48,51,0,620,120
JL07733,1,43,51,46,0,648,148
JL07737,1,51,45.6,44,0,319,-181
JL07738,1,44,45,44,0,660,160
JL07739,1,49,47,54,0,634,134
JL07743,0,22,25,26,26,964,464
JL07744,0,31,40,47,0,731,231
JL07745,0,37,42,45,49,906,406
JL07746,0,24,27,30,33,1091,591
JL07751,1,39,43,44,0,371,-129
JL07752,1,40,45,45,47,1127,627
JL07753,1,42,44,41,0,602,102
JL07769,0,29,35,44,44,829,329
JL07770,0,27,37,48,54,928,428
JL07771,0,33,48,56,57,1028,528
JL07772,0,30,34,38,44,879,379
JL07777,1,33,31,33,32,1256,756
JL07778,1,44,47,50,47,776,276
JL07779,1,35,38,44,0,438,-62
JL07786,1,35.6,44,46,0,718,218
JL07787,1,35.6,51,44,0,397,-103
JL07788,1,35.6,44,49,47,1258,758
JL07795,1,35.6,44,40,45,1043,543
JL07796,1,35.6,43,45,44,1076,576
JL07797,1,35.6,43,41,41,773,273
JL07822,1,40,45,44,45,937,437
JL07823,1,43,48,43,36,812,312
JL07824,1,39,44,44,0,435,-65
U133915,1,35.2,45,48.1,39.5,927,427
U133922,1,31.9,36.1,40.1,35.5,847,347
U133929,1,37.5,47,47.2,0,587,87
U134062,0,29,37.9,44,0,486,-14
U134069,0,28.1,28.1,26.3,28.7,893,393
U134076,0,28.3,42.4,44.2,41.3,904,404
U134083,0,25.6,33.4,37.8,37.2,806,306
U134258,1,39.3,47.7,43.7,0,659,159
U134265,1,38.3,45.6,44,0,458,-42
U134272,1,33,37.2,35.5,30.7,810,310
U134412,0,27.5,40.4,44.3,44.9,960,460
U134419,0,25.3,28.6,35.6,39.5,953,453
U134426,0,24.5,29.2,32.9,30.7,771,271
U134433,0,25.3,29.9,31.8,32.2,896,396
U134461,1,31.4,39.2,41,40.5,850,350
U134468,1,35.2,39.9,45.7,46.9,938,438
U134475,1,40.6,44.5,39.6,33,853,353
U134482,0,26.8,34.3,40.9,0,689,189
U134489,0,22.2,26,30.2,23.5,743,243
U134496,0,24.4,34.7,39.7,39.1,841,341
U134503,0,25.1,29.1,33.7,32.2,821,321
U134510,1,29.4,45.6,44,0,233,-267
U134517,1,30.2,45.6,44,0,233,-267
U134524,1,25.8,45.6,44,0,233,-267
U134622,0,24.3,30.4,32.1,36.4,1023,523
U134629,0,22.8,25.1,27.2,27.2,900,400
U134636,0,23.3,24.4,24.6,27.8,833,333
U134643,0,22.2,23.5,23.5,26.5,795,295
U134650,1,39.3,47.9,44,0,446,-54
U134657,1,27.1,32.4,33.4,33.6,1228,728
U134664,1,35.6,34.8,38.6,41.7,938,438
U134839,1,30.9,35.2,37.6,36,1117,617
U134846,1,41.9,45.5,44,0,471,-29
U134853,1,28.1,36,36.6,33.7,930,430
U134937,0,23.5,29.4,30.8,31.9,1190,690
U134944,0,30.7,34.9,38.1,40.5,931,431
U134951,0,28.9,42.7,37.7,36.1,1068,568
U134958,0,28.3,40,42.7,44.1,871,371
U134986,0,31.4,41.9,38.7,39.6,1039,539
U134993,0,26.5,31.7,34.7,41.3,866,366
U135000,0,26.6,34.1,32.5,36.4,971,471
U135007,0,26.9,29,29.3,33.1,870,370
U135014,1,33.6,44.3,41.8,0,584,84
U135021,1,38,43.6,41.3,0,584,84
U135028,1,41,48.5,44,0,551,51
U135133,1,29.4,33.8,33.7,38.2,1034,534
U135140,1,29.6,37,34.1,33.7,1103,603
U135147,1,29.3,43,43.3,42.3,1198,698
U135196,1,29.5,45.6,44,0,355,-145
U135203,1,28.5,45.6,44,0,355,-145
U135210,1,33.7,45.6,44,0,355,-145
U135357,1,33.7,39.2,40.4,38.3,1177,677
U135364,1,36.9,45.3,43.1,43.5,898,398
U135371,1,32.8,45.1,46.5,45.8,1127,627
U135378,0,26.1,34.6,39.4,35.1,873,373
U135385,0,22.7,32.6,33.3,38.7,801,301
U135392,0,31.1,37.6,46.6,0,719,219
U135399,0,27,39.6,40.6,37.7,823,323
U135476,1,31.5,36,37.7,41,1006,506
U135483,1,32.2,35.9,33.4,36.1,948,448
U135490,1,31.5,36.6,35.9,36.2,1121,621
U135546,1,37.1,44.7,42.5,41.3,936,436
U135553,1,41.9,49.5,42.8,0,554,54
U135560,1,35.6,45.6,44,0,42,-458
U135616,1,37.5,47.2,45.5,42.1,807,307
U135623,1,41.6,49.5,49.8,34.2,829,329
U135630,1,36.4,46.1,48.2,46.1,823,323
U135756,0,21.7,28.3,31.7,29.5,1165,665
U135763,0,26.2,27.9,27.5,29.7,921,421
U135770,0,24,29.8,32,29.3,1022,522
U135777,0,23.8,32.4,38.5,36.4,895,395
U135805,1,36.1,42.5,47.5,45.5,1182,682
U135812,1,42.5,51.7,53.2,50.7,868,368
U135819,1,41.2,52.1,54.8,55.6,907,407
U135854,1,28.9,39.7,43.2,37.5,810,310
U135861,1,26.4,34.7,34.7,33.3,1199,699
U135868,1,33.3,48.1,49.1,46,946,446
U136022,1,33.1,44.8,47.6,47.5,921,421
U136029,1,32.9,39.3,42.5,42,917,417
U136036,1,29,34.9,35.8,28,936,436
U136092,1,26.7,30.2,34.5,30.2,1024,524
U136099,1,31.5,30.8,29.2,21.9,750,250
U136106,1,32.1,43,40,34.4,921,421
U136190,0,25.3,32,34.1,0,597,97
U136197,0,25,41.4,35.4,41.8,997,497
U136204,0,24.3,32.8,31.6,34.1,888,388
U136211,0,22.4,31.1,31.7,0,555,55
U136379,0,24,27.7,32.6,33.3,1120,620
U136386,0,26.1,43,43.5,41.4,884,384
U136393,0,35.5,53,52.2,0,561,61
U136400,0,23.1,31.1,33.1,31.2,933,433
U136519,1,37.5,46.9,47.1,48.8,1180,680
U136526,1,28.9,41.3,43.3,41.2,804,304
U136533,1,41.1,49.3,50,52.7,1054,554
U136540,1,31,42.4,42.8,38.7,997,497
U136547,1,35.6,43,43.3,41.1,1033,533
U136554,1,32.7,39.8,41,39.8,754,254
U136610,1,30.7,38.2,34,35.8,897,397
U136617,1,34.5,36.3,30.6,26.2,845,345
U136624,1,35.6,45.6,44,0,43,-457
U136631,0,25.8,34.6,34.3,33.6,848,348
U136638,0,27.7,38.2,34.8,34.5,902,402
U136645,0,24,38.4,37.5,35.2,930,430
U136652,0,24,39.4,46.7,19.8,731,231
U136659,1,44.5,58.2,48.6,0,712,212
U136666,1,33.3,45.6,44,0,183,-317
U136673,1,32.7,42.4,39.5,35.8,896,396
U136708,0,28.6,46.3,48.5,0,722,222
U136715,0,31,44.5,44.1,48.9,1007,507
U136722,0,23.3,37.2,39.3,35.5,1020,520
U136729,0,25.2,38.2,44.1,42.5,1021,521
U136736,0,27,38.7,45.5,49.4,1034,534
U136743,0,25.6,31.8,33.6,37.5,788,288
U136750,0,27.6,34.2,36.5,41.3,954,454
U136757,0,26.8,36.5,35.5,37.5,863,363
U136827,1,34,33.6,36.9,34.1,1066,566
U136834,1,35.6,45.6,44,0,40,-460
U136841,1,32.7,43.1,43.7,0,712,212
U137072,1,43.4,49.2,50.6,31.6,747,247
U137079,1,33.5,41.6,39.7,36.5,1156,656
U137086,1,34.2,45.5,44,0,537,37
U137121,0,27.4,37.7,32.8,29.8,960,460
U137128,0,26.6,35.7,38.2,36.7,914,414
U137135,0,23.5,29,32.7,31.7,800,300
U137142,0,25.4,36.8,37.5,0,638,138
U137149,0,24.4,31.7,34.3,33.9,996,496
U137156,0,30.3,40.2,42,40,865,365
U137163,0,41.4,50.4,55.6,0,623,123
U137170,0,25.5,34.3,37.6,39.6,996,496
U137247,1,30.9,39.4,35.7,36.2,1251,751
U137254,1,33.5,39.2,38.8,30.9,888,388
U137261,1,37.6,33.9,38.9,0,615,115
U137289,1,30.9,39.3,43.7,0,708,208
U137296,1,34.3,42.3,42.1,31.1,891,391
U137303,1,36.8,45.8,45,36.4,869,369
U137359,0,34.8,49,56,46.6,1179,679
U137366,0,28,42.4,46.7,0,649,149
U137373,0,31.1,42.3,39.2,36.4,1152,652
U137380,0,33,40.3,32.7,0,667,167
U137646,1,35,41.3,40.9,22.1,741,241
U137653,1,41.2,47.1,44,0,516,16
U137660,1,39.3,49.1,49.9,46,798,298
U137709,0,24.2,30.8,35.2,0,689,189
U137716,0,23.7,31,31.9,33.2,872,372
U137723,0,25.6,32.6,38.2,38.5,923,423
U137730,0,29.3,43.7,50.9,50.9,866,366
U137758,0,29.8,42.5,44.4,43.7,748,248
U137765,0,25.1,39.6,38.4,0,672,172
U137772,0,33.8,56.8,60.6,60.7,1105,605
U137779,0,23,33.1,37.2,38.6,976,476
U137919,1,31.2,32.4,34.9,32.3,804,304
U137926,1,26.5,31.5,31,30.1,989,489
U137933,1,28.3,38,41.6,0,628,128
U137940,1,37.5,43.9,44.5,0,714,214
U137947,1,38.9,34.5,44,0,376,-124
U137954,1,31.8,39.7,38.8,33.7,983,483
U138017,0,28.2,41.3,25.7,0,579,79
U138024,0,25.1,36.3,39.3,39.1,827,327
U138031,0,25.4,39.2,31.6,39.3,849,349
U138038,0,26.4,35,42.4,41.5,906,406
U138066,1,35,39.8,42,40.4,1043,543
U138073,1,37.3,38.6,32.9,24,743,243
U138080,1,42.7,45.6,44,0,326,-174
U138108,1,44.6,49,44,0,528,28
U138115,1,30.2,35.2,37.6,35.3,880,380
U138122,1,31.3,36.5,33.7,0,671,171
U138157,1,37.6,45.2,37.1,0,677,177
U138164,1,35.2,43.8,47.1,34.2,788,288
U138171,1,42.4,46.9,50.1,37,760,260
U138178,0,23.7,28.6,27.8,31.2,956,456
U138185,0,24.7,36.2,42,40.8,746,246
U138192,0,37.2,58.8,62.1,35.2,750,250
U138199,0,30.4,43.8,40.5,44.3,1188,688
U138276,1,45,52,49.9,0,728,228
U138283,1,37.6,43.4,39.3,0,552,52
U138290,1,31.9,41.2,43.1,39.8,954,454
U138353,0,33.6,42.2,49.4,46.4,979,479
U138360,0,29.8,38.7,43.2,0,689,189
U138367,0,31.1,44.2,46,43.4,870,370
U138374,0,30.3,41.2,46.3,37.8,822,322
U138402,0,29.2,36.4,40.2,40.3,1065,565
U138409,0,31,45.7,54.1,50.2,1130,630
U138416,0,40,46.6,48,45.4,1081,581
U138423,0,22.1,30,31.5,0,644,144
U138451,1,37.2,44.5,42.8,41.9,1116,616
U138458,1,29.9,33.1,31.2,30.9,909,409
U138465,1,37.3,46.1,42.8,31.8,838,338
U138472,0,43,59.9,57.2,52.8,852,352
U138479,0,30.3,55,60.2,67,988,488
U138486,0,40.4,63.5,63.7,76,784,284
U138493,0,49.5,59.2,66.9,67.3,807,307
U138500,1,35,43.8,45.1,43.8,1048,548
U138507,1,42.3,47.4,52.5,50.6,934,434
U138514,1,35.8,44.9,41.1,0,688,188
U138570,1,40.1,46.4,44,0,457,-43
U138577,1,44.8,45.6,44,0,281,-219
U138584,1,37.1,45.3,44,0,410,-90
U138647,0,31.5,42.3,48.1,41.2,875,375
U138654,0,24.2,26,29.8,0,633,133
U138661,0,27.1,45.7,46,0,625,125
U138668,0,29.2,43.4,51.2,0,693,193
U138745,0,21.4,22,22.7,23.9,1456,956
U138752,0,35,38.9,47.4,0,565,65
U138759,0,25.6,35.9,40.9,0,565,65
U138766,0,30.9,34.9,40.3,0,565,65
UT04880,0,36.2,57.9,60.3,57.5,1048,548
UT04881,0,35.1,46.4,49.3,50.9,857,357
UT04882,0,34.3,50.2,54.1,43.6,889,389
UT04883,0,37,54.8,63.2,63.7,808,308
UT04936,1,44.7,49,49,0,664,164
UT04937,1,47.6,54.7,54.1,0,595,95
UT04938,1,42.4,54.1,50.7,0,693,193
UT04942,1,44.8,50.9,51.4,44.5,790,290
UT04943,1,35.8,48.8,51.8,54.6,1031,531
UT04944,1,42.8,46.8,48.3,38.7,816,316
UT04949,1,42.4,48.6,48.6,46.3,1011,511
UT04950,1,43.9,50.7,52.3,46.9,881,381
UT04951,1,43.9,51.2,54.5,58.9,895,395
UT04955,0,35.2,50.7,51.2,0,713,213
UT04956,0,35,49.9,57.1,0,668,168
UT04957,0,40.8,65.8,73.3,0,665,165
UT04958,0,37.5,54.2,57.6,0,654,154
UT04965,0,28.5,44,53.1,34.9,754,254
UT04966,0,35.5,56.3,63,59.4,1114,614
UT04967,0,25.7,37,44.3,42.5,844,344
UT04968,0,31.3,43.4,53.7,51.1,1089,589
UT04983,1,45,55,48.4,0,616,116
UT04984,1,46.8,53.3,51.7,0,712,212
UT04985,1,45,50,51.4,0,581,81
UT05001,1,41.8,48.3,48.5,40.5,917,417
UT05002,1,32,41.3,41.9,37.4,973,473
UT05003,1,42.8,47.7,48.4,47.9,887,387
UT05018,1,31.5,38.9,41,40,1081,581
UT05019,1,46.4,53.8,43.3,0,673,173
UT05020,1,35,43.6,43.9,45.1,1186,686
UT05027,1,44.5,52.7,49.3,28.5,803,303
UT05028,1,33.2,43,44.9,33.3,791,291
UT05029,1,35.3,42.6,42,0,690,190
UT05030,0,20.5,25.7,26.8,27.1,803,303
UT05031,0,24,34.9,37.5,35.7,1193,693
UT05032,0,25.6,29.2,33.6,30.8,962,462
UT05033,0,25.3,26.8,27.6,0,717,217
UT05034,1,47.6,54.5,56.4,53.1,1077,577
UT05035,1,42.4,52,44,0,412,-88
UT05036,1,41.5,45.3,44.9,41.5,765,265
UT05037,1,42.7,47.3,44,0,388,-112
UT05038,1,40.8,47.6,37,0,675,175
UT05039,1,48.9,50.6,51.5,0,569,69
UT05040,0,35.7,52,57.5,57.3,1097,597
UT05041,0,39.8,53.5,62.5,55.2,918,418
UT05042,0,34,41,49,46.9,834,334
UT05043,0,39.9,56.3,66.1,68.9,892,392
UT05062,1,42.8,47.3,48.3,46.2,857,357
UT05063,1,47.3,53.7,37.3,0,605,105
UT05064,1,41,49.2,44,0,463,-37
UT05071,1,45,49.2,46.1,0,585,85
UT05072,1,42.9,45.6,44,0,266,-234
UT05073,1,42.5,52.5,51.6,41.4,789,289
UT05082,0,49,59.1,66.1,0,680,180
UT05083,0,37.1,48,56.1,56.1,1089,589
UT05084,0,24.3,32.9,37.4,31.2,1011,511
UT05085,0,34.7,39.5,42.2,38.8,1047,547
UT05086,1,48,51.6,52.9,32.6,746,246
UT05087,1,49,45.6,44,0,325,-175
UT05088,1,52.9,61.7,55,0,629,129
UT05092,0,24.6,40.8,50.7,49.7,780,280
UT05093,0,40.4,54.3,61,0,714,214
UT05094,0,35.3,48.8,50.9,0,780,280
UT05095,0,41.8,58.4,59.7,62.2,941,441
UT05106,1,41.1,45.6,44,0,335,-165
UT05107,1,41.4,45,48,43,880,380
UT05108,1,42.2,45.6,44,0,354,-146
UT05109,1,39.3,37.4,35.7,30.1,1014,514
UT05110,1,39.4,43.7,44,0,395,-105
UT05111,1,32,33.8,39.3,31.4,879,379
UT05122,1,44.9,49.3,44,0,372,-128
UT05123,1,45.6,50.4,44,0,385,-115
UT05124,1,48.6,58.9,44,0,382,-118
UT05125,0,30,45.3,48.8,44.6,758,258
UT05126,0,44.4,49.2,50.4,46,928,428
UT05127,0,29.5,40.4,42.3,37.7,774,274
UT05128,0,37.2,55.5,56.1,0,603,103
UT05132,0,41.2,51.5,64.2,65.9,1142,642
UT05133,0,38,54,63.4,54,978,478
UT05134,0,32.8,42,44.8,0,623,123
UT05135,0,33.8,47.5,58.8,58.7,982,482
UT05136,1,32.5,35.7,37.5,35.8,928,428
UT05137,1,36.4,43.9,44.8,42,1026,526
UT05138,1,32.6,39.6,42.2,42.1,868,368
UT05145,0,35,48.9,51.5,49.9,1050,550
UT05146,0,45.4,63.1,69.3,73,1038,538
UT05147,0,27.2,36.3,41,40.5,977,477
UT05148,0,36,46.2,47.7,35.1,747,247
UT05149,0,32.8,47.7,55.5,0,710,210
UT05150,0,30.1,41.2,46.9,0,629,129
UT05151,0,26,36.9,41.9,38.1,812,312
UT05152,0,34.3,52.1,63.8,66.4,1002,502
UT05156,0,42.8,49.7,54.6,55,995,495
UT05157,0,46.9,60.7,62.9,52.5,1014,514
UT05158,0,23.8,34.4,37.5,40.6,888,388
UT05159,0,32.6,44.6,53.2,51.2,941,441
UT05170,1,52.4,59.7,44,0,448,-52
UT05171,1,46.3,48.9,48.8,0,630,130
UT05172,1,46.3,45.6,44,0,214,-286
UT05197,0,31.2,40.3,43.5,42.2,985,485
UT05198,0,29.6,32.1,31,35.6,870,370
UT05199,0,27,31.7,36.6,40.2,803,303
UT05200,0,24.3,24.5,27.2,25.8,1301,801
UT05201,1,40.3,52.9,44,0,421,-79
UT05202,1,35,39.8,42.8,36.7,831,331
UT05203,1,41.5,46.7,46.7,0,639,139
UT05229,1,44.9,48.8,53,51.9,972,472
UT05230,1,41.4,45.6,44,0,299,-201
UT05231,1,44.2,50.2,44,0,492,-8
UT05241,0,22.6,27.9,33.6,31.5,776,276
UT05242,0,29.3,36.9,44,0,503,3
UT05243,0,23.3,29.5,34.3,32.4,851,351
UT05244,0,27.1,32,32,31.1,874,374
UT05251,0,45.5,56.1,64.1,67.6,827,327
UT05252,0,39.8,47.2,55.6,58.1,866,366
UT05253,0,24.1,34.5,44,35.1,757,257
UT05254,0,38.8,49.9,54.8,44.5,917,417
UT05255,1,45.9,53.5,54.4,0,646,146
UT05256,1,43.6,49.4,54.6,26.2,738,238
UT05257,1,42.2,45.1,44,0,463,-37
UT05271,1,43.6,52.3,51.6,0,550,50
UT05272,1,34.7,39,43.3,40.4,1057,557
UT05273,1,43.2,46.6,49.5,46.9,821,321
UT05274,0,27.6,34.5,38.8,38.6,931,431
UT05275,0,27.1,32.7,38.1,39.1,833,333
UT05276,0,26.2,30.4,35.5,0,658,158
UT05277,0,23.9,26.5,30.9,0,639,139
UT05278,1,41.3,47.8,49.7,51.3,1013,513
UT05279,1,35.6,40.8,43.4,29,802,302
UT05280,1,42.1,46.2,46.2,42,1063,563
UT05281,0,25.3,36.1,43,38.1,787,287
UT05282,0,29,36.1,45.8,0,697,197
UT05283,0,34.3,45.5,59,53,822,322
UT05284,0,30.2,43.9,53.8,49,933,433
UT05321,1,45.7,45.6,44,0,334,-166
UT05322,1,46.9,51.7,52.3,0,653,153
UT05323,1,46.2,51.8,39.3,0,603,103
UT05340,1,42.6,32,31.4,29.9,750,250
UT05341,1,42.9,48.1,43.6,37.9,761,261
UT05342,1,42.6,48,49.1,0,674,174
UT05367,1,40.8,45,47.9,45.3,810,310
UT05368,1,46.5,47.9,48,47.4,1129,629
UT05369,1,53.5,60.3,59.8,0,622,122
UT05384,1,33.5,41.3,43.8,44.8,918,418
UT05385,1,34.9,40,42.5,40.1,737,237
UT05386,1,43.8,46.8,44,0,530,30
UT05387,0,27.9,39.7,45,43.8,1234,734
UT05388,0,29.1,43.5,54.5,50.8,862,362
UT05389,0,24.4,32.8,44.5,48.8,832,332
UT05390,0,33.1,44.9,54,52.6,1193,693
UT05405,1,33.7,41.6,35.1,38.3,785,285
UT05406,1,33.5,37.8,23.8,27.7,820,320
UT05407,1,41.2,43.7,38.3,42.2,851,351
UT05408,0,29,33.8,39.5,36,827,327
UT05409,0,26.4,32.9,36.8,38.5,952,452
UT05410,0,25.8,27.9,33.4,32.1,956,456
UT05411,0,26.1,34.8,46,48.7,862,362
UT05412,1,41.2,37.4,44,0,495,-5
UT05413,1,48.8,53.7,47,0,604,104
UT05414,1,40.3,45.3,44,0,404,-96
UT05452,1,50.3,56.5,44,0,542,42
UT05453,1,45,52.3,44,0,371,-129
UT05454,1,38.4,45.2,45.6,43.4,969,469
UT05455,0,26.9,35.4,32.4,42,857,357
UT05456,0,28.5,29.8,33.9,34.3,926,426
UT05457,0,35.5,47.1,55,0,647,147
UT05458,0,28,40.6,44.3,29,868,368
UT05472,1,43.3,47.4,50.9,0,715,215
UT05473,1,43.2,49.9,55,44.7,828,328
UT05474,1,45.7,45.6,44,0,348,-152
UT05492,0,34.5,43.9,48.4,42.3,1005,505
UT05493,0,38.9,51.6,52.9,56.4,1050,550
UT05494,0,33.3,38.6,38.7,0,564,64
UT05495,0,43.5,53.9,56.2,52.4,791,291
UT05513,0,38.3,49.1,60.4,0,729,229
UT05514,0,36.9,40.9,51.2,0,628,128
UT05515,0,37.2,40.4,45.9,34.5,955,455
UT05516,0,27.8,39.2,44,0,518,18
UT05523,0,25.9,35.7,44.1,36.4,796,296
UT05524,0,25.4,39.2,48.2,45.8,1094,594
UT05525,0,23.8,34.9,44.2,41.9,938,438
UT05526,0,34.7,46.8,50.7,0,680,180
UT05534,1,42.4,47.1,47.4,42.9,840,340
UT05535,1,51.5,51.5,53.3,0,577,77
UT05536,1,44,50.3,52.8,0,715,215
UT05540,1,37,39.9,44.1,39.4,904,404
UT05541,1,49,52.5,50.6,0,716,216
UT05542,1,45.6,48.1,49.4,44.2,826,326
UT05543,1,44.9,52,44,0,447,-53
UT05544,1,43.1,50.6,50.9,0,587,87
UT05545,1,41.9,47.9,49.5,40.5,753,253
JL09016,1,44,44,44,0,624,124
JL09017,1,51,51,54,56,1130,630
JL09018,1,52,53,53,49,986,486
JL09038,0,26,28,33,34,1080,580
JL09039,0,51,55,64,62,858,358
JL09040,0,41,46,52,51,830,330
JL09041,0,46,48,57,59,877,377
JL09042,1,36,36,40,0,627,127
JL09043,1,52,54,56,0,683,183
JL09044,1,43,42,48,47,1006,506
JL09089,1,51,53,56,57,897,397
JL09090,1,38,40,43,40,845,345
JL09091,1,48,50,54,54,1018,518
JL09092,1,45,41,36,0,718,218
JL09093,1,49,51,44,0,396,-104
JL09094,1,50,45.6,44,0,361,-139
JL09101,1,48,51,53,0,696,196
JL09102,1,45,50,53,55,964,464
JL09103,1,46,47,50,50,783,283
JL09131,0,41,51,60,62,826,326
JL09132,0,28,40,44,43,844,344
JL09133,0,31,39,47,43,935,435
JL09134,0,40,57,59,71,999,499
JL09139,0,24,28,30,34,914,414
JL09140,0,25,33,42,44,1046,546
JL09141,0,21,24,27,28,740,240
JL09142,0,24,25,30,33,985,485
JL09159,1,39,43,42,38,1053,553
JL09160,1,45,45.6,44,0,327,-173
JL09162,0,41,48,44,0,546,46
JL09163,0,48,52,56,60,1016,516
JL09164,0,48,55,62,67,799,299
JL09165,0,32,35,40,37,1016,516
JL09208,1,46,48,50,51,903,403
JL09209,1,46,47,48,45,924,424
JL09210,1,31,36,46,48,967,467
JL09220,1,50,49,51,0,692,192
JL09221,1,45,39,43,0,613,113
JL09222,1,47,48,44,0,426,-74
JL09232,0,30,38,43,38,1100,600
JL09233,0,39,44,50,43,938,438
JL09234,0,34,42,53,50,889,389
JL09235,0,30,38,43,38,794,294
JL09253,1,47,50,44,0,413,-87
JL09254,1,50,55,59,55,974,474
JL09255,1,42,46,49,49,1070,570
JL09273,0,22,26,31,37,1137,637
JL09274,0,29,35,42,42,1084,584
JL09275,0,28,33,35,0,732,232
JL09288,0,42,48,56,54,1092,592
JL09289,0,35,43,47,48,737,237
JL09290,0,29,34,38,41,1301,801
JL09291,0,31,45,55,49,792,292
JL09292,0,31,37,50,52,950,450
JL09293,0,32,43,42,46,842,342
JL09294,0,26,34,44,50,1037,537
JL09295,0,27,28,33,31,835,335
JL09307,1,31,35,36,0,665,165
JL09308,1,39,39,46,48,994,494
JL09309,1,35,45,51,45,994,494
JL09310,1,31,31,32,32,1163,663
JL09311,1,36,43,42,40,994,494
JL09312,1,41,43,43,39,835,335
JL09319,1,47,54,53,39,744,244
JL09320,1,43,47,49,0,636,136
JL09321,1,47,54,44,0,371,-129
JL09322,0,22,24,28,27,940,440
JL09323,0,30,33,38,37,826,326
JL09324,0,29,35,38,40,1090,590
JL09325,0,38,44,49,49,872,372
JL09329,1,49,51,54,40,832,332
JL09330,1,46,53,44,0,390,-110
JL09331,1,40,43,45,41,901,401
JL09339,1,43,45.6,44,0,274,-226
JL09340,1,44,48,49,44,1128,628
JL09341,1,44,47,49,45,899,399
JL09373,0,23,26,30,33,1128,628
JL09374,0,32,45,52,0,644,144
JL09375,0,38,47,56,55,932,432
JL09376,0,29,34,37,36,1071,571
JL09385,0,41,55,65,69,827,327
JL09386,0,29,34,43,39,925,425
JL09387,0,29,34,34,35,946,446
JL09388,0,36,45,53,64,854,354
JL09399,1,44,51,52,54,965,465
JL09400,1,44,45.6,44,0,280,-220
JL09401,1,49,52,53,37,973,473
JL09402,1,45,48,50,50,969,469
JL09403,1,43,49,46,35,821,321
JL09404,1,53,61,61,0,598,98
JL09420,1,51,54,54,53,942,442
JL09421,1,50,56,60,47,852,352
JL09422,1,52,56,55,51,916,416
JL09443,0,31,37,39,44,910,410
JL09444,0,29,38,41,28,789,289
JL09445,0,28,31,37,44,1161,661
JL09446,0,25,28,32,35,931,431
